,mpg,displacement,horsepower,weight,acceleration,model year,c1,c2,c3,c4,c5,o1,o2,o3
243,32.8,78.0,52.0,1985.0,19.4,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
244,39.4,85.0,70.0,2070.0,18.6,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
245,36.1,91.0,60.0,1800.0,16.4,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
246,19.9,260.0,110.0,3365.0,15.5,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
247,19.4,318.0,140.0,3735.0,13.2,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
248,20.2,302.0,139.0,3570.0,12.8,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
249,19.2,231.0,105.0,3535.0,19.2,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
250,20.5,200.0,95.0,3155.0,18.2,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
251,20.2,200.0,85.0,2965.0,15.8,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
252,25.1,140.0,88.0,2720.0,15.4,78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
253,20.5,225.0,100.0,3430.0,17.2,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
254,19.4,232.0,90.0,3210.0,17.2,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
255,20.6,231.0,105.0,3380.0,15.8,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
256,20.8,200.0,85.0,3070.0,16.7,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
257,18.6,225.0,110.0,3620.0,18.7,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
258,18.1,258.0,120.0,3410.0,15.1,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
259,19.2,305.0,145.0,3425.0,13.2,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
260,17.7,231.0,165.0,3445.0,13.4,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
261,18.1,302.0,139.0,3205.0,11.2,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
262,17.5,318.0,140.0,4080.0,13.7,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
263,30.0,98.0,68.0,2155.0,16.5,78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
264,27.5,134.0,95.0,2560.0,14.2,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
265,27.2,119.0,97.0,2300.0,14.7,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
266,30.9,105.0,75.0,2230.0,14.5,78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
267,21.1,134.0,95.0,2515.0,14.8,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
268,23.2,156.0,105.0,2745.0,16.7,78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
269,23.8,151.0,85.0,2855.0,17.6,78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
270,23.9,119.0,97.0,2405.0,14.9,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
271,20.3,131.0,103.0,2830.0,15.9,78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
272,17.0,163.0,125.0,3140.0,13.6,78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
273,21.6,121.0,115.0,2795.0,15.7,78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
274,16.2,163.0,133.0,3410.0,15.8,78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
275,31.5,89.0,71.0,1990.0,14.9,78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
276,29.5,98.0,68.0,2135.0,16.6,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
277,21.5,231.0,115.0,3245.0,15.4,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
278,19.8,200.0,85.0,2990.0,18.2,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
279,22.3,140.0,88.0,2890.0,17.3,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
280,20.2,232.0,90.0,3265.0,18.2,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
281,20.6,225.0,110.0,3360.0,16.6,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
282,17.0,305.0,130.0,3840.0,15.4,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
283,17.6,302.0,129.0,3725.0,13.4,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
284,16.5,351.0,138.0,3955.0,13.2,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
285,18.2,318.0,135.0,3830.0,15.2,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
286,16.9,350.0,155.0,4360.0,14.9,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
287,15.5,351.0,142.0,4054.0,14.3,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
288,19.2,267.0,125.0,3605.0,15.0,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
289,18.5,360.0,150.0,3940.0,13.0,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
290,31.9,89.0,71.0,1925.0,14.0,79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
291,34.1,86.0,65.0,1975.0,15.2,79,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
292,35.7,98.0,80.0,1915.0,14.4,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
293,27.4,121.0,80.0,2670.0,15.0,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
294,25.4,183.0,77.0,3530.0,20.1,79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
295,23.0,350.0,125.0,3900.0,17.4,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
296,27.2,141.0,71.0,3190.0,24.8,79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
297,23.9,260.0,90.0,3420.0,22.2,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
298,34.2,105.0,70.0,2200.0,13.2,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
299,34.5,105.0,70.0,2150.0,14.9,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
300,31.8,85.0,65.0,2020.0,19.2,79,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
301,37.3,91.0,69.0,2130.0,14.7,79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
302,28.4,151.0,90.0,2670.0,16.0,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
303,28.8,173.0,115.0,2595.0,11.3,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
304,26.8,173.0,115.0,2700.0,12.9,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
305,33.5,151.0,90.0,2556.0,13.2,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
306,41.5,98.0,76.0,2144.0,14.7,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
307,38.1,89.0,60.0,1968.0,18.8,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
308,37.2,86.0,65.0,2019.0,16.4,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
309,28.0,151.0,90.0,2678.0,16.5,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
310,26.4,140.0,88.0,2870.0,18.1,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
311,24.3,151.0,90.0,3003.0,20.1,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
312,19.1,225.0,90.0,3381.0,18.7,80,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
313,34.3,97.0,78.0,2188.0,15.8,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
314,29.8,134.0,90.0,2711.0,15.5,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
315,31.3,120.0,75.0,2542.0,17.5,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
316,37.0,119.0,92.0,2434.0,15.0,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
317,32.2,108.0,75.0,2265.0,15.2,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
318,46.6,86.0,65.0,2110.0,17.9,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
319,27.9,156.0,105.0,2800.0,14.4,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
320,40.8,85.0,65.0,2110.0,19.2,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
321,44.3,90.0,48.0,2085.0,21.7,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
322,43.4,90.0,48.0,2335.0,23.7,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
323,36.4,121.0,67.0,2950.0,19.9,80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
324,30.0,146.0,67.0,3250.0,21.8,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
325,44.6,91.0,67.0,1850.0,13.8,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
326,33.8,97.0,67.0,2145.0,18.0,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
327,29.8,89.0,62.0,1845.0,15.3,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
328,32.7,168.0,132.0,2910.0,11.4,80,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
329,23.7,70.0,100.0,2420.0,12.5,80,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
330,35.0,122.0,88.0,2500.0,15.1,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
331,32.4,107.0,72.0,2290.0,17.0,80,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
332,27.2,135.0,84.0,2490.0,15.7,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
333,26.6,151.0,84.0,2635.0,16.4,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
334,25.8,156.0,92.0,2620.0,14.4,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
335,23.5,173.0,110.0,2725.0,12.6,81,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
336,30.0,135.0,84.0,2385.0,12.9,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
337,39.1,79.0,58.0,1755.0,16.9,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
338,39.0,86.0,64.0,1875.0,16.4,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
339,35.1,81.0,60.0,1760.0,16.1,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
340,32.3,97.0,67.0,2065.0,17.8,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
341,37.0,85.0,65.0,1975.0,19.4,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
342,37.7,89.0,62.0,2050.0,17.3,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
343,34.1,91.0,68.0,1985.0,16.0,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
344,34.7,105.0,63.0,2215.0,14.9,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
345,34.4,98.0,65.0,2045.0,16.2,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
346,29.9,98.0,65.0,2380.0,20.7,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
347,33.0,105.0,74.0,2190.0,14.2,81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
348,33.7,107.0,75.0,2210.0,14.4,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
349,32.4,108.0,75.0,2350.0,16.8,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
350,32.9,119.0,100.0,2615.0,14.8,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
351,31.6,120.0,74.0,2635.0,18.3,81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
352,28.1,141.0,80.0,3230.0,20.4,81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
353,30.7,145.0,76.0,3160.0,19.6,81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
354,25.4,168.0,116.0,2900.0,12.6,81,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
355,24.2,146.0,120.0,2930.0,13.8,81,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
356,22.4,231.0,110.0,3415.0,15.8,81,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
357,26.6,350.0,105.0,3725.0,19.0,81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
358,20.2,200.0,88.0,3060.0,17.1,81,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
359,17.6,225.0,85.0,3465.0,16.6,81,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
360,28.0,112.0,88.0,2605.0,19.6,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
361,27.0,112.0,88.0,2640.0,18.6,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
362,34.0,112.0,88.0,2395.0,18.0,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
363,31.0,112.0,85.0,2575.0,16.2,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
364,29.0,135.0,84.0,2525.0,16.0,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
365,27.0,151.0,90.0,2735.0,18.0,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
366,24.0,140.0,92.0,2865.0,16.4,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
367,36.0,105.0,74.0,1980.0,15.3,82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
368,37.0,91.0,68.0,2025.0,18.2,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
369,31.0,91.0,68.0,1970.0,17.6,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
370,38.0,105.0,63.0,2125.0,14.7,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
371,36.0,98.0,70.0,2125.0,17.3,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
372,36.0,120.0,88.0,2160.0,14.5,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
373,36.0,107.0,75.0,2205.0,14.5,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
374,34.0,108.0,70.0,2245.0,16.9,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
375,38.0,91.0,67.0,1965.0,15.0,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
376,32.0,91.0,67.0,1965.0,15.7,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
377,38.0,91.0,67.0,1995.0,16.2,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
378,25.0,181.0,110.0,2945.0,16.4,82,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
379,38.0,262.0,85.0,3015.0,17.0,82,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
380,26.0,156.0,92.0,2585.0,14.5,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
381,22.0,232.0,112.0,2835.0,14.7,82,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
382,32.0,144.0,96.0,2665.0,13.9,82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
383,36.0,135.0,84.0,2370.0,13.0,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
384,27.0,151.0,90.0,2950.0,17.3,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
385,27.0,140.0,86.0,2790.0,15.6,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
386,44.0,97.0,52.0,2130.0,24.6,82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
387,32.0,135.0,84.0,2295.0,11.6,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
388,28.0,120.0,79.0,2625.0,18.6,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
389,31.0,119.0,82.0,2720.0,19.4,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
